compression,file.size,frame.size,accuracy,precision,recall,time,chunks,index.type
CBR64,8.33,2_5min,0.927083333,0.935513984,0.927083333,Midnight1,12,AudioSet
CBR64,8.33,2_5min,0.982638889,0.982947757,0.982638889,Midnight2,12,AudioSet
CBR64,8.33,2_5min,0.9375,0.947368421,0.9375,Midnight3,12,AudioSet
CBR8,1.04,2_5min,0.888888889,0.892416226,0.888888889,Dawn1,12,AudioSet
CBR8,1.04,2_5min,0.965277778,0.96659359,0.965277778,Dawn2,12,AudioSet
CBR8,1.04,2_5min,0.967857143,0.961410861,0.959722222,Dawn3,12,AudioSet
CBR8,1.04,2_5min,0.809027778,0.849538551,0.809027778,Dusk1,12,AudioSet
CBR8,1.04,2_5min,0.902777778,0.912730544,0.902777778,Dusk2,12,AudioSet
CBR8,1.04,2_5min,0.795138889,0.850531381,0.795138889,Dusk3,12,AudioSet
CBR8,1.04,2_5min,0.881756757,0.860690236,0.861400463,Midday1,12,AudioSet
CBR8,1.04,2_5min,0.875,0.890350877,0.875,Midday2,12,AudioSet
CBR8,1.04,2_5min,0.909722222,0.917018417,0.909722222,Midday3,12,AudioSet
CBR8,1.04,2_5min,0.770833333,0.846960885,0.770833333,Midnight1,12,AudioSet
CBR8,1.04,2_5min,0.847222222,0.87311828,0.847222222,Midnight2,12,AudioSet
CBR8,1.04,2_5min,0.899305556,0.904710536,0.899305556,Midnight3,12,AudioSet
RAW,100,2_5min,0.881944444,0.897626148,0.881944444,Dawn1,12,AudioSet
RAW,100,2_5min,0.982638889,0.98349835,0.982638889,Dawn2,12,AudioSet
RAW,100,2_5min,0.921428571,0.912442872,0.924305556,Dawn3,12,AudioSet
RAW,100,2_5min,0.892361111,0.899206349,0.892361111,Dusk1,12,AudioSet
RAW,100,2_5min,0.916666667,0.917511582,0.916666667,Dusk2,12,AudioSet
RAW,100,2_5min,0.868055556,0.899487179,0.868055556,Dusk3,12,AudioSet
RAW,100,2_5min,0.85472973,0.854708883,0.876736111,Midday1,12,AudioSet
RAW,100,2_5min,0.923611111,0.929368716,0.923611111,Midday2,12,AudioSet
RAW,100,2_5min,0.954861111,0.95741653,0.954861111,Midday3,12,AudioSet
RAW,100,2_5min,0.996527778,0.996563574,0.996527778,Midnight1,12,AudioSet
RAW,100,2_5min,0.975694444,0.977346278,0.975694444,Midnight2,12,AudioSet
RAW,100,2_5min,0.996527778,0.996563574,0.996527778,Midnight3,12,AudioSet
VBR0,22.56,2_5min,0.878472222,0.896665488,0.878472222,Dawn1,12,AudioSet
VBR0,22.56,2_5min,0.986111111,0.986666667,0.986111111,Dawn2,12,AudioSet
VBR0,22.56,2_5min,0.917857143,0.908612258,0.921701389,Dawn3,12,AudioSet
VBR0,22.56,2_5min,0.902777778,0.907409542,0.902777778,Dusk1,12,AudioSet
VBR0,22.56,2_5min,0.909722222,0.91036013,0.909722222,Dusk2,12,AudioSet
VBR0,22.56,2_5min,0.864583333,0.897608142,0.864583333,Dusk3,12,AudioSet
VBR0,22.56,2_5min,0.871621622,0.868608414,0.890625,Midday1,12,AudioSet
VBR0,22.56,2_5min,0.923611111,0.929368716,0.923611111,Midday2,12,AudioSet
VBR0,22.56,2_5min,0.961805556,0.964422551,0.961805556,Midday3,12,AudioSet
VBR0,22.56,2_5min,0.989583333,0.989618376,0.989583333,Midnight1,12,AudioSet
VBR0,22.56,2_5min,0.982638889,0.98349835,0.982638889,Midnight2,12,AudioSet
VBR0,22.56,2_5min,1,1,1,Midnight3,12,AudioSet
CBR128,16.667,20min,0.888888889,0.916666667,0.888888889,Dawn1,12,AudioSet
CBR128,16.667,20min,0.972222222,0.974358974,0.972222222,Dawn2,12,AudioSet
CBR128,16.667,20min,0.942857143,0.933333333,0.945833333,Dawn3,12,AudioSet
CBR128,16.667,20min,1,1,1,Dusk1,12,AudioSet
CBR128,16.667,20min,0.888888889,0.888888889,0.888888889,Dusk2,12,AudioSet
CBR128,16.667,20min,0.861111111,0.901960784,0.861111111,Dusk3,12,AudioSet
CBR128,16.667,20min,0.945945946,0.939393939,0.951388889,Midday1,12,AudioSet
CBR128,16.667,20min,0.888888889,0.916666667,0.888888889,Midday2,12,AudioSet
CBR128,16.667,20min,0.972222222,0.974358974,0.972222222,Midday3,12,AudioSet
CBR128,16.667,20min,0.861111111,0.901960784,0.861111111,Midnight1,12,AudioSet
CBR128,16.667,20min,1,1,1,Midnight2,12,AudioSet
CBR128,16.667,20min,1,1,1,Midnight3,12,AudioSet
CBR16,2.08,20min,0.805555556,0.829166667,0.805555556,Dawn1,12,AudioSet
CBR16,2.08,20min,1,1,1,Dawn2,12,AudioSet
CBR16,2.08,20min,1,1,1,Dawn3,12,AudioSet
CBR16,2.08,20min,0.861111111,0.901960784,0.861111111,Dusk1,12,AudioSet
CBR16,2.08,20min,1,1,1,Dusk2,12,AudioSet
CBR16,2.08,20min,0.833333333,0.854166667,0.833333333,Dusk3,12,AudioSet
CBR16,2.08,20min,0.972972973,0.966666667,0.979166667,Midday1,12,AudioSet
CBR16,2.08,20min,1,1,1,Midday2,12,AudioSet
CBR16,2.08,20min,0.944444444,0.944444444,0.944444444,Midday3,12,AudioSet
CBR16,2.08,20min,0.888888889,0.916666667,0.888888889,Midnight1,12,AudioSet
CBR16,2.08,20min,0.944444444,0.952380952,0.944444444,Midnight2,12,AudioSet
CBR16,2.08,20min,0.888888889,0.916666667,0.888888889,Midnight3,12,AudioSet
CBR256,33.35,20min,0.888888889,0.916666667,0.888888889,Dawn1,12,AudioSet
CBR256,33.35,20min,0.972222222,0.974358974,0.972222222,Dawn2,12,AudioSet
CBR256,33.35,20min,0.942857143,0.933333333,0.945833333,Dawn3,12,AudioSet
CBR256,33.35,20min,0.972222222,0.974358974,0.972222222,Dusk1,12,AudioSet
CBR256,33.35,20min,1,1,1,Dusk2,12,AudioSet
CBR256,33.35,20min,0.861111111,0.901960784,0.861111111,Dusk3,12,AudioSet
CBR256,33.35,20min,0.918918919,0.911616162,0.930555556,Midday1,12,AudioSet
CBR256,33.35,20min,0.916666667,0.933333333,0.916666667,Midday2,12,AudioSet
CBR256,33.35,20min,0.972222222,0.974358974,0.972222222,Midday3,12,AudioSet
CBR256,33.35,20min,0.888888889,0.916666667,0.888888889,Midnight1,12,AudioSet
CBR256,33.35,20min,1,1,1,Midnight2,12,AudioSet
CBR256,33.35,20min,1,1,1,Midnight3,12,AudioSet
CBR32,4.16,20min,0.972222222,0.974358974,0.972222222,Dawn1,12,AudioSet
CBR32,4.16,20min,1,1,1,Dawn2,12,AudioSet
CBR32,4.16,20min,0.971428571,0.966666667,0.979166667,Dawn3,12,AudioSet
CBR32,4.16,20min,0.888888889,0.902930403,0.888888889,Dusk1,12,AudioSet
CBR32,4.16,20min,1,1,1,Dusk2,12,AudioSet
CBR32,4.16,20min,0.833333333,0.888888889,0.833333333,Dusk3,12,AudioSet
CBR32,4.16,20min,0.972972973,0.974358974,0.962962963,Midday1,12,AudioSet
CBR32,4.16,20min,0.944444444,0.946581197,0.944444444,Midday2,12,AudioSet
CBR32,4.16,20min,0.972222222,0.974358974,0.972222222,Midday3,12,AudioSet
CBR32,4.16,20min,0.944444444,0.944444444,0.944444444,Midnight1,12,AudioSet
CBR32,4.16,20min,0.972222222,0.974358974,0.972222222,Midnight2,12,AudioSet
CBR32,4.16,20min,0.972222222,0.974358974,0.972222222,Midnight3,12,AudioSet
CBR320,41.6,20min,0.888888889,0.916666667,0.888888889,Dawn1,12,AudioSet
CBR320,41.6,20min,0.972222222,0.974358974,0.972222222,Dawn2,12,AudioSet
CBR320,41.6,20min,0.942857143,0.933333333,0.945833333,Dawn3,12,AudioSet
CBR320,41.6,20min,1,1,1,Dusk1,12,AudioSet
CBR320,41.6,20min,0.972222222,0.974358974,0.972222222,Dusk2,12,AudioSet
CBR320,41.6,20min,0.861111111,0.901960784,0.861111111,Dusk3,12,AudioSet
CBR320,41.6,20min,0.918918919,0.911616162,0.930555556,Midday1,12,AudioSet
CBR320,41.6,20min,0.888888889,0.916666667,0.888888889,Midday2,12,AudioSet
CBR320,41.6,20min,0.972222222,0.974358974,0.972222222,Midday3,12,AudioSet
CBR320,41.6,20min,0.888888889,0.916666667,0.888888889,Midnight1,12,AudioSet
CBR320,41.6,20min,1,1,1,Midnight2,12,AudioSet
CBR320,41.6,20min,1,1,1,Midnight3,12,AudioSet
CBR64,8.33,20min,0.888888889,0.916666667,0.888888889,Dawn1,12,AudioSet
CBR64,8.33,20min,1,1,1,Dawn2,12,AudioSet
CBR64,8.33,20min,0.914285714,0.916666667,0.925,Dawn3,12,AudioSet
CBR64,8.33,20min,0.972222222,0.974358974,0.972222222,Dusk1,12,AudioSet
CBR64,8.33,20min,0.972222222,0.974358974,0.972222222,Dusk2,12,AudioSet
CBR64,8.33,20min,0.833333333,0.860294118,0.833333333,Dusk3,12,AudioSet
CBR64,8.33,20min,0.918918919,0.911616162,0.930555556,Midday1,12,AudioSet
CBR64,8.33,20min,0.833333333,0.835714286,0.833333333,Midday2,12,AudioSet
CBR64,8.33,20min,1,1,1,Midday3,12,AudioSet
CBR64,8.33,20min,0.916666667,0.933333333,0.916666667,Midnight1,12,AudioSet
CBR64,8.33,20min,1,1,1,Midnight2,12,AudioSet
CBR64,8.33,20min,0.888888889,0.916666667,0.888888889,Midnight3,12,AudioSet
CBR8,1.04,20min,0.888888889,0.895238095,0.888888889,Dawn1,12,AudioSet
CBR8,1.04,20min,1,1,1,Dawn2,12,AudioSet
CBR8,1.04,20min,1,1,1,Dawn3,12,AudioSet
CBR8,1.04,20min,0.805555556,0.840686275,0.805555556,Dusk1,12,AudioSet
CBR8,1.04,20min,0.888888889,0.916666667,0.888888889,Dusk2,12,AudioSet
CBR8,1.04,20min,0.833333333,0.840384615,0.833333333,Dusk3,12,AudioSet
CBR8,1.04,20min,0.918918919,0.903030303,0.907407407,Midday1,12,AudioSet
CBR8,1.04,20min,0.944444444,0.952380952,0.944444444,Midday2,12,AudioSet
CBR8,1.04,20min,0.861111111,0.863492063,0.861111111,Midday3,12,AudioSet
CBR8,1.04,20min,0.75,0.8,0.75,Midnight1,12,AudioSet
CBR8,1.04,20min,0.805555556,0.834733894,0.805555556,Midnight2,12,AudioSet
CBR8,1.04,20min,0.833333333,0.854166667,0.833333333,Midnight3,12,AudioSet
RAW,100,20min,0.916666667,0.933333333,0.916666667,Dawn1,12,AudioSet
RAW,100,20min,0.972222222,0.974358974,0.972222222,Dawn2,12,AudioSet
RAW,100,20min,0.942857143,0.933333333,0.945833333,Dawn3,12,AudioSet
RAW,100,20min,1,1,1,Dusk1,12,AudioSet
RAW,100,20min,0.944444444,0.944444444,0.944444444,Dusk2,12,AudioSet
RAW,100,20min,0.861111111,0.901960784,0.861111111,Dusk3,12,AudioSet
RAW,100,20min,0.918918919,0.911616162,0.930555556,Midday1,12,AudioSet
RAW,100,20min,0.888888889,0.916666667,0.888888889,Midday2,12,AudioSet
RAW,100,20min,0.972222222,0.974358974,0.972222222,Midday3,12,AudioSet
RAW,100,20min,0.888888889,0.916666667,0.888888889,Midnight1,12,AudioSet
RAW,100,20min,1,1,1,Midnight2,12,AudioSet
RAW,100,20min,1,1,1,Midnight3,12,AudioSet
VBR0,22.56,20min,0.888888889,0.916666667,0.888888889,Dawn1,12,AudioSet
VBR0,22.56,20min,0.972222222,0.974358974,0.972222222,Dawn2,12,AudioSet
VBR0,22.56,20min,0.942857143,0.933333333,0.945833333,Dawn3,12,AudioSet
VBR0,22.56,20min,1,1,1,Dusk1,12,AudioSet
VBR0,22.56,20min,0.972222222,0.974358974,0.972222222,Dusk2,12,AudioSet
VBR0,22.56,20min,0.861111111,0.901960784,0.861111111,Dusk3,12,AudioSet
VBR0,22.56,20min,0.945945946,0.939393939,0.951388889,Midday1,12,AudioSet
VBR0,22.56,20min,0.916666667,0.933333333,0.916666667,Midday2,12,AudioSet
VBR0,22.56,20min,0.972222222,0.974358974,0.972222222,Midday3,12,AudioSet
VBR0,22.56,20min,0.888888889,0.916666667,0.888888889,Midnight1,12,AudioSet
VBR0,22.56,20min,1,1,1,Midnight2,12,AudioSet
VBR0,22.56,20min,1,1,1,Midnight3,12,AudioSet
CBR128,16.667,5min,0.847222222,0.891748004,0.847222222,Dawn1,12,AudioSet
CBR128,16.667,5min,0.993055556,0.993197279,0.993055556,Dawn2,12,AudioSet
CBR128,16.667,5min,0.932835821,0.923566803,0.932026788,Dawn3,12,AudioSet
CBR128,16.667,5min,0.9375,0.943686869,0.9375,Dusk1,12,AudioSet
CBR128,16.667,5min,0.909722222,0.909346347,0.909722222,Dusk2,12,AudioSet
CBR128,16.667,5min,0.868055556,0.905472637,0.868055556,Dusk3,12,AudioSet
CBR128,16.667,5min,0.938356164,0.931043456,0.944444444,Midday1,12,AudioSet
CBR128,16.667,5min,0.9375,0.945134576,0.9375,Midday2,12,AudioSet
CBR128,16.667,5min,0.993055556,0.993197279,0.993055556,Midday3,12,AudioSet
CBR128,16.667,5min,0.951388889,0.957575758,0.951388889,Midnight1,12,AudioSet
CBR128,16.667,5min,1,1,1,Midnight2,12,AudioSet
CBR128,16.667,5min,1,1,1,Midnight3,12,AudioSet
CBR16,2.08,5min,0.791666667,0.858918129,0.791666667,Dawn1,12,AudioSet
CBR16,2.08,5min,0.979166667,0.979722222,0.979166667,Dawn2,12,AudioSet
CBR16,2.08,5min,0.985074627,0.981704261,0.981704261,Dawn3,12,AudioSet
CBR16,2.08,5min,0.902777778,0.908386187,0.902777778,Dusk1,12,AudioSet
CBR16,2.08,5min,0.979166667,0.979574468,0.979166667,Dusk2,12,AudioSet
CBR16,2.08,5min,0.861111111,0.889778475,0.861111111,Dusk3,12,AudioSet
CBR16,2.08,5min,0.938356164,0.925986543,0.93872549,Midday1,12,AudioSet
CBR16,2.08,5min,0.972222222,0.97234546,0.972222222,Midday2,12,AudioSet
CBR16,2.08,5min,0.958333333,0.95884058,0.958333333,Midday3,12,AudioSet
CBR16,2.08,5min,0.875,0.886871133,0.875,Midnight1,12,AudioSet
CBR16,2.08,5min,0.944444444,0.952380952,0.944444444,Midnight2,12,AudioSet
CBR16,2.08,5min,0.902777778,0.924731183,0.902777778,Midnight3,12,AudioSet
CBR256,33.35,5min,0.875,0.909090909,0.875,Dawn1,12,AudioSet
CBR256,33.35,5min,0.993055556,0.993197279,0.993055556,Dawn2,12,AudioSet
CBR256,33.35,5min,0.955223881,0.953035002,0.95247956,Dawn3,12,AudioSet
CBR256,33.35,5min,0.916666667,0.925151976,0.916666667,Dusk1,12,AudioSet
CBR256,33.35,5min,0.909722222,0.909698099,0.909722222,Dusk2,12,AudioSet
CBR256,33.35,5min,0.854166667,0.895158063,0.854166667,Dusk3,12,AudioSet
CBR256,33.35,5min,0.897260274,0.89180738,0.914930556,Midday1,12,AudioSet
CBR256,33.35,5min,0.9375,0.942605726,0.9375,Midday2,12,AudioSet
CBR256,33.35,5min,0.958333333,0.962962963,0.958333333,Midday3,12,AudioSet
CBR256,33.35,5min,0.986111111,0.986666667,0.986111111,Midnight1,12,AudioSet
CBR256,33.35,5min,0.972222222,0.974358974,0.972222222,Midnight2,12,AudioSet
CBR256,33.35,5min,1,1,1,Midnight3,12,AudioSet
CBR32,4.16,5min,0.958333333,0.962962963,0.958333333,Dawn1,12,AudioSet
CBR32,4.16,5min,0.993055556,0.993197279,0.993055556,Dawn2,12,AudioSet
CBR32,4.16,5min,0.925373134,0.921563167,0.937988414,Dawn3,12,AudioSet
CBR32,4.16,5min,0.819444444,0.825889998,0.819444444,Dusk1,12,AudioSet
CBR32,4.16,5min,0.965277778,0.965123993,0.965277778,Dusk2,12,AudioSet
CBR32,4.16,5min,0.847222222,0.886645963,0.847222222,Dusk3,12,AudioSet
CBR32,4.16,5min,0.931506849,0.917319895,0.927185458,Midday1,12,AudioSet
CBR32,4.16,5min,0.875,0.878181818,0.875,Midday2,12,AudioSet
CBR32,4.16,5min,0.944444444,0.946591338,0.944444444,Midday3,12,AudioSet
CBR32,4.16,5min,0.958333333,0.962962963,0.958333333,Midnight1,12,AudioSet
CBR32,4.16,5min,0.958333333,0.95884058,0.958333333,Midnight2,12,AudioSet
CBR32,4.16,5min,0.986111111,0.986666667,0.986111111,Midnight3,12,AudioSet
CBR320,41.6,5min,0.875,0.906017792,0.875,Dawn1,12,AudioSet
CBR320,41.6,5min,0.986111111,0.986666667,0.986111111,Dawn2,12,AudioSet
CBR320,41.6,5min,0.955223881,0.953035002,0.95247956,Dawn3,12,AudioSet
CBR320,41.6,5min,0.916666667,0.925151976,0.916666667,Dusk1,12,AudioSet
CBR320,41.6,5min,0.902777778,0.902987282,0.902777778,Dusk2,12,AudioSet
CBR320,41.6,5min,0.854166667,0.895158063,0.854166667,Dusk3,12,AudioSet
CBR320,41.6,5min,0.890410959,0.889393939,0.911458333,Midday1,12,AudioSet
CBR320,41.6,5min,0.944444444,0.947115385,0.944444444,Midday2,12,AudioSet
CBR320,41.6,5min,0.972222222,0.974358974,0.972222222,Midday3,12,AudioSet
CBR320,41.6,5min,0.993055556,0.993197279,0.993055556,Midnight1,12,AudioSet
CBR320,41.6,5min,0.986111111,0.986666667,0.986111111,Midnight2,12,AudioSet
CBR320,41.6,5min,1,1,1,Midnight3,12,AudioSet
CBR64,8.33,5min,0.854166667,0.895158063,0.854166667,Dawn1,12,AudioSet
CBR64,8.33,5min,1,1,1,Dawn2,12,AudioSet
CBR64,8.33,5min,0.858208955,0.861031551,0.87738198,Dawn3,12,AudioSet
CBR64,8.33,5min,0.840277778,0.841243961,0.840277778,Dusk1,12,AudioSet
CBR64,8.33,5min,0.944444444,0.944094203,0.944444444,Dusk2,12,AudioSet
CBR64,8.33,5min,0.8125,0.835294118,0.8125,Dusk3,12,AudioSet
CBR64,8.33,5min,0.931506849,0.918168168,0.927185458,Midday1,12,AudioSet
CBR64,8.33,5min,0.847222222,0.847063512,0.847222222,Midday2,12,AudioSet
CBR64,8.33,5min,0.958333333,0.960702341,0.958333333,Midday3,12,AudioSet
CBR64,8.33,5min,0.9375,0.940470967,0.9375,Midnight1,12,AudioSet
CBR64,8.33,5min,0.979166667,0.980392157,0.979166667,Midnight2,12,AudioSet
CBR64,8.33,5min,0.930555556,0.942528736,0.930555556,Midnight3,12,AudioSet
CBR8,1.04,5min,0.909722222,0.915003695,0.909722222,Dawn1,12,AudioSet
CBR8,1.04,5min,0.979166667,0.980392157,0.979166667,Dawn2,12,AudioSet
CBR8,1.04,5min,0.97761194,0.973102061,0.972180451,Dawn3,12,AudioSet
CBR8,1.04,5min,0.798611111,0.826695527,0.798611111,Dusk1,12,AudioSet
CBR8,1.04,5min,0.888888889,0.89463048,0.888888889,Dusk2,12,AudioSet
CBR8,1.04,5min,0.861111111,0.901960784,0.861111111,Dusk3,12,AudioSet
CBR8,1.04,5min,0.863013699,0.835737179,0.833129085,Midday1,12,AudioSet
CBR8,1.04,5min,0.861111111,0.875075075,0.861111111,Midday2,12,AudioSet
CBR8,1.04,5min,0.909722222,0.917513598,0.909722222,Midday3,12,AudioSet
CBR8,1.04,5min,0.756944444,0.840474461,0.756944444,Midnight1,12,AudioSet
CBR8,1.04,5min,0.833333333,0.877655678,0.833333333,Midnight2,12,AudioSet
CBR8,1.04,5min,0.916666667,0.918896321,0.916666667,Midnight3,12,AudioSet
RAW,100,5min,0.881944444,0.912820513,0.881944444,Dawn1,12,AudioSet
RAW,100,5min,0.993055556,0.993197279,0.993055556,Dawn2,12,AudioSet
RAW,100,5min,0.955223881,0.953035002,0.95247956,Dawn3,12,AudioSet
RAW,100,5min,0.909722222,0.922701592,0.909722222,Dusk1,12,AudioSet
RAW,100,5min,0.909722222,0.909790003,0.909722222,Dusk2,12,AudioSet
RAW,100,5min,0.854166667,0.895158063,0.854166667,Dusk3,12,AudioSet
RAW,100,5min,0.890410959,0.887533875,0.911458333,Midday1,12,AudioSet
RAW,100,5min,0.9375,0.94229737,0.9375,Midday2,12,AudioSet
RAW,100,5min,0.965277778,0.968553459,0.965277778,Midday3,12,AudioSet
RAW,100,5min,0.979166667,0.979302359,0.979166667,Midnight1,12,AudioSet
RAW,100,5min,0.979166667,0.980392157,0.979166667,Midnight2,12,AudioSet
RAW,100,5min,1,1,1,Midnight3,12,AudioSet
VBR0,22.56,5min,0.881944444,0.912820513,0.881944444,Dawn1,12,AudioSet
VBR0,22.56,5min,0.986111111,0.986666667,0.986111111,Dawn2,12,AudioSet
VBR0,22.56,5min,0.955223881,0.952284251,0.95247956,Dawn3,12,AudioSet
VBR0,22.56,5min,0.9375,0.94339136,0.9375,Dusk1,12,AudioSet
VBR0,22.56,5min,0.916666667,0.917149758,0.916666667,Dusk2,12,AudioSet
VBR0,22.56,5min,0.854166667,0.895158063,0.854166667,Dusk3,12,AudioSet
VBR0,22.56,5min,0.890410959,0.886485657,0.909722222,Midday1,12,AudioSet
VBR0,22.56,5min,0.9375,0.940987555,0.9375,Midday2,12,AudioSet
VBR0,22.56,5min,0.958333333,0.962962963,0.958333333,Midday3,12,AudioSet
VBR0,22.56,5min,0.993055556,0.993197279,0.993055556,Midnight1,12,AudioSet
VBR0,22.56,5min,0.986111111,0.986666667,0.986111111,Midnight2,12,AudioSet
VBR0,22.56,5min,1,1,1,Midnight3,12,AudioSet
CBR128,16.667,10min,0.686046512,0.681014386,0.683816691,0001_sample0,None,Analytical_Indices
CBR128,16.667,2_5min,0.732848837,0.734421659,0.732358496,0001_sample0,None,Analytical_Indices
CBR128,16.667,20min,0.680555556,0.675024987,0.678044015,1,None,Analytical_Indices
CBR128,16.667,5min,0.717530577,0.716479162,0.716211594,0001_sample0,None,Analytical_Indices
CBR16,2.08,10min,0.811408615,0.814376847,0.811626227,0001_sample0,None,Analytical_Indices
CBR16,2.08,2_5min,0.810709117,0.818037153,0.811417296,0001_sample0,None,Analytical_Indices
CBR16,2.08,20min,0.818604651,0.821728057,0.818258755,1,None,Analytical_Indices
CBR16,2.08,5min,0.818604651,0.822196472,0.818394071,0001_sample0,None,Analytical_Indices
CBR256,33.35,10min,0.749708964,0.745767338,0.748398665,0001_sample0,None,Analytical_Indices
CBR256,33.35,2_5min,0.772569444,0.771269139,0.772307014,0001_sample0,None,Analytical_Indices
CBR256,33.35,20min,0.743055556,0.739246172,0.741972827,1,None,Analytical_Indices
CBR256,33.35,5min,0.758741259,0.756021234,0.757563008,0001_sample0,None,Analytical_Indices
CBR32,4.16,10min,0.725581395,0.734687887,0.726090787,0001_sample0,None,Analytical_Indices
CBR32,4.16,2_5min,0.729651163,0.741046605,0.731292285,0001_sample0,None,Analytical_Indices
CBR32,4.16,20min,0.696759259,0.700302332,0.696543437,1,None,Analytical_Indices
CBR32,4.16,5min,0.730232558,0.739533926,0.731856738,0001_sample0,None,Analytical_Indices
CBR320,41.6,10min,0.758139535,0.754669086,0.75694066,0001_sample0,None,Analytical_Indices
CBR320,41.6,2_5min,0.735722611,0.737112328,0.735296626,0001_sample0,None,Analytical_Indices
CBR320,41.6,20min,0.725581395,0.722135889,0.723395751,1,None,Analytical_Indices
CBR320,41.6,5min,0.757417103,0.754790585,0.756243213,0001_sample0,None,Analytical_Indices
CBR64,8.33,10min,0.778812573,0.774916445,0.777759799,0001_sample0,None,Analytical_Indices
CBR64,8.33,2_5min,0.745930233,0.747692727,0.745393217,0001_sample0,None,Analytical_Indices
CBR64,8.33,20min,0.773148148,0.769320759,0.772020346,1,None,Analytical_Indices
CBR64,8.33,5min,0.769186047,0.766639716,0.768620652,0001_sample0,None,Analytical_Indices
CBR8,1.04,10min,0.734883721,0.749088445,0.73316972,0001_sample0,None,Analytical_Indices
CBR8,1.04,2_5min,0.766860465,0.781189674,0.76592088,0001_sample0,None,Analytical_Indices
CBR8,1.04,20min,0.736111111,0.762200753,0.734060232,1,None,Analytical_Indices
CBR8,1.04,5min,0.744767442,0.763768269,0.743734054,0001_sample0,None,Analytical_Indices
RAW,100,10min,0.81381733,0.814479053,0.814391953,0001_sample0,None,Analytical_Indices
RAW,100,2_5min,0.811140122,0.810249582,0.810903915,0001_sample0,None,Analytical_Indices
RAW,100,20min,0.804651163,0.804049781,0.804303925,1,None,Analytical_Indices
RAW,100,5min,0.80872093,0.808013193,0.809259571,0001_sample0,None,Analytical_Indices
VBR0,22.56,10min,0.727590221,0.735834154,0.72834942,0001_sample0,None,Analytical_Indices
VBR0,22.56,2_5min,0.741053244,0.744213788,0.740572337,0001_sample0,None,Analytical_Indices
VBR0,22.56,20min,0.757575758,0.75471985,0.756079708,1,None,Analytical_Indices
VBR0,22.56,5min,0.744618965,0.746999256,0.74556161,0001_sample0,None,Analytical_Indices
CBR128,16.667,10min,0.705607477,0.70952381,0.702309863,Dawn,4,Analytical_Indices
CBR128,16.667,10min,0.703703704,0.703635391,0.703703704,Dusk,4,Analytical_Indices
CBR128,16.667,10min,0.635514019,0.642095754,0.636009215,Midday,4,Analytical_Indices
CBR128,16.667,10min,0.851851852,0.852028986,0.851851852,Midnight,4,Analytical_Indices
CBR16,2.08,10min,0.821596244,0.845241497,0.823634709,Dawn,4,Analytical_Indices
CBR16,2.08,10min,0.666666667,0.68533532,0.666666667,Dusk,4,Analytical_Indices
CBR16,2.08,10min,0.887850467,0.89004329,0.890904661,Midday,4,Analytical_Indices
CBR16,2.08,10min,0.828703704,0.836218288,0.828703704,Midnight,4,Analytical_Indices
CBR256,33.35,10min,0.742990654,0.73859141,0.739030006,Dawn,4,Analytical_Indices
CBR256,33.35,10min,0.787037037,0.79042493,0.787037037,Dusk,4,Analytical_Indices
CBR256,33.35,10min,0.76635514,0.770114701,0.767765373,Midday,4,Analytical_Indices
CBR256,33.35,10min,0.888372093,0.894351074,0.888823683,Midnight,4,Analytical_Indices
CBR32,4.16,10min,0.822429907,0.823138574,0.820907605,Dawn,4,Analytical_Indices
CBR32,4.16,10min,0.587962963,0.597719365,0.587962963,Dusk,4,Analytical_Indices
CBR32,4.16,10min,0.906542056,0.912626362,0.910641503,Midday,4,Analytical_Indices
CBR32,4.16,10min,0.74537037,0.740275356,0.74537037,Midnight,4,Analytical_Indices
CBR320,41.6,10min,0.742990654,0.73859141,0.739030006,Dawn,4,Analytical_Indices
CBR320,41.6,10min,0.782407407,0.785412305,0.782407407,Dusk,4,Analytical_Indices
CBR320,41.6,10min,0.771028037,0.775718573,0.772151338,Midday,4,Analytical_Indices
CBR320,41.6,10min,0.893518519,0.898515105,0.893518519,Midnight,4,Analytical_Indices
CBR64,8.33,10min,0.746478873,0.751781839,0.742873303,Dawn,4,Analytical_Indices
CBR64,8.33,10min,0.800925926,0.798034164,0.800925926,Dusk,4,Analytical_Indices
CBR64,8.33,10min,0.827102804,0.834116772,0.830542265,Midday,4,Analytical_Indices
CBR64,8.33,10min,0.782407407,0.789911732,0.782407407,Midnight,4,Analytical_Indices
CBR8,1.04,10min,0.813084112,0.812224366,0.808028818,Dawn,4,Analytical_Indices
CBR8,1.04,10min,0.652777778,0.659453782,0.652777778,Dusk,4,Analytical_Indices
CBR8,1.04,10min,0.789719626,0.850725113,0.793438774,Midday,4,Analytical_Indices
CBR8,1.04,10min,0.694444444,0.730320995,0.694444444,Midnight,4,Analytical_Indices
RAW,100,10min,0.807511737,0.80296742,0.801847662,Dawn,4,Analytical_Indices
RAW,100,10min,0.877934272,0.878376478,0.877794545,Dusk,4,Analytical_Indices
RAW,100,10min,0.784037559,0.797446363,0.784730178,Midday,4,Analytical_Indices
RAW,100,10min,0.911627907,0.911182336,0.911645801,Midnight,4,Analytical_Indices
VBR0,22.56,10min,0.719626168,0.725577412,0.722326203,Dawn,4,Analytical_Indices
VBR0,22.56,10min,0.669767442,0.692177413,0.669731351,Dusk,4,Analytical_Indices
VBR0,22.56,10min,0.663551402,0.66548241,0.669457735,Midday,4,Analytical_Indices
